title,body,url
What You Need to Know About the 'Crazy Rich Asians' Movie Sequel,"[' dominated the box office last summer and became the most successful romantic comedy in a decade. To date, the film (which took no time in being certified Fresh on ', ') has grossed more than $238 million worldwide, NBD. ', 'Already, longtime fans of Kevin Kwan’s popular trilogy are looking ahead to the big screen adaptation of the sequel, ', '. Here’s what we know so far:', 'At the world premiere of ', ' in August 2018, director Jon M. Chu told ', ' that while he was interested in making a sequel, ultimately, it’s in the hands of the audience. “If people show up that opening weekend, we would love to tell more stories. We’d love to have other people tell their stories as well. We’ll see, but it’s up to the people who show up.”', 'In a separate interview with ', ', Chu added that he would be on board to direct again. “I will do whatever they ask me to do,” he said, referring to Warner Bros. “This is so important to me. I will push things aside.”', 'In early August, Chu and more than 100 “creative, founders, and leaders” announced plans to buy out theaters for a strong opening. The group includes screenwriter Adele Lim, the Shibutani siblings, the Asian American Artists Foundation, and ', "" stars Harry Shum Jr. and Jimmy O. Yang. The work paid off: the film's five-day opening weekend brought in a whopping "", ', the best of any comedy in 2018 and the best of any rom-com since ', '.', 'Director ', ': ""Crazy Rich Asians is more than just a movie, it\'s a movement."" But EVERY MOVEMENT NEEDS ITS MAFIA. That\'s why 100+ of us have bought out theatres to give ', ' a ', '. Join us and buy your tickets NOW for opening week on ', '.com ', 'If you haven’t read ', ', you’ve been warned.', 'W-A-R-N-E-D.', 'If you’re familiar with the second book, you know that Rachel and Nick have a small-ish wedding in California, which Eleanor ultimately ends up attending. But the bigger reveal is Rachel’s biological father, Bao Gaoling, a well-connected billionaire politician from Shanghai. He’s got his own family, including a luxury car-loving son, Carlton, who has a toxic relationship with a famous fashion blogger, Colette Bing. (She’s super rich, of course.) As far as storylines go, there’s a brief poisoning scandal, secret investments (good guy Charlie, back at it again), and a messy affair between Kitty and a much, much older billionaire.', 'Per ', ', the “wait-and-see approach” is standard when it comes to a sequel, but things are looking up. In a report published exactly one week after opening day ', ' said everyone, from the director (Chu) to producers (Nina Jacobson and Brad Simpson of Color Force, and John Penotti of Ivanhoe) to the screenwriters (Peter Chiarelli and Adele Lim), plans to reunite for the sequel. ', 'According to ', ' sources, if Warner Bros. does go ahead with the sequel, ', ' will likely be filmed after Chu wraps ', ' (adapted from Lin-Manuel Miranda’s first musical), which is set for a June 2020 release.', ' As ', ' reports, once a script has been secured and Warner Bros. has officially offered a greenlight, expect all three to return.', 'If you’ve seen ', ', you know that Harry Shum Jr. makes the tiniest of cameos in the middle of the credits, when his character Charlie Wu exchanges a brief but flirty glance with former flame Astrid (Gemma Chan) at Nick and Rachel’s engagement party. In ', ', Charlie and Astrid try to give it another go. “The idea is to tell the story in the next movie,” Chu tells ', '. “I made a promise to Harry, so I’m going to do it.” ', '. As mentioned, Kitty has a bigger storyline in ', '. Chu tells ', ' that he cast Xie with the other films in mind. “We needed to hire somebody who can really act, because in time she becomes much more significant. I think she’s scared that we’re never going to make that one, but we are. I’ll make it happen.”', ' Jacobson and Simpson revealed to ', ' in December 2018 that the current production plan is to shoot ', 'and ', ' all in one go. This is largely related to talent availability and Chu’s schedule. In 2019 alone, Awkwafina has at least three major projects, including the release of ', ' (with Emma Roberts), a Jordan Peele YouTube TV series called ', ', and developing her own Comedy Central scripted series with BD Wong.', 'This, according to Chu in an interview with ', ' in January 2019. “I think there are things that we left out of ', ' that we would love to explore as well. We have such a deep bench of characters, as I mentioned before, and I didn’t get to use a lot of them in ', ',” he said, adding that he’s “focused on having the ability to play to everyone’s strengths now and really lean into them.”', 'Describing his vision for the sequel, Chu hopes it will be “fun and insane, but at the same time we want to find a real message to say, that it’s not just fodder.”', ' In August 2018, Amazon Studios announced that it had ordered a script-to-series project from the author and STXtv. Per ', ', the untitled drama series will center on “Hong Kong’s most influential and powerful family and the business empire they control.” In a May 2017 interview with ', ', Kwan teased of the project, “It’s something totally different from what I’ve done before.”']",https://www.cosmopolitan.com/entertainment/movies/a22686749/crazy-rich-asians-movie-sequel/
The Cast of ‘Crazy Rich Asians’ Lit the Golden Globes Red Carpet on Fire,"['The cast of ', ""looked UNREAL at the 2019 Golden Globes. TBH, besides the fact that everyone's dying over "", ', this is pretty much the least surprising news of the night. ', ' I mean, Sonoya Mizuno and Gemma Chan are seasoned professionals at ', '. But, the ', "" cast's ability to consistently serve looks doesn't make their red carpet style any less drool-worthy, so let's take a moment to obsess over their flawlessly executed fits, shall we? Yes. "", 'Constance Wu is reminding us all that her presence is a literal present in this beautiful nude bodice and tulle skirt with a chic bright bow.', ""Gemma Chan's dress is an actual work of art AND it has pockets. "", 'Michelle Yeoh stunned in all green...', ""...and if you look closely you'll see that she literally showed up wearing Eleanor's iconic emerald engagement ring from the movie, which is something I will probably think about daily for the rest of my life. "", '🚨 MICHELLE YEOH IS WEARING THE ', ' RING 💍👑 ', ' ', 'Nico Santos looks effortlessly cool, which is ', ' noteworthy because he was totally freaking out moments before. ', 'You fooled us, Nico!', ' ', 'A post shared by ', ' (@nicosantos) on ', ""Ken Jeong and his wife Tran are so FREAKIN' cute!"", 'Lisa Lu is GLOWING!', ""Unfortunately, a number of cast members did not grace us with their appearance. Fan favorites Henry Golding, Sonoya Mizuno and Awkwafina are MIA, and Twitter is understandably freaking out. But like, they're really busy! Give them a break!"", 'WHERES HENRY GOLDING?!??!?!?! ', ' ', ""Harry Shum Jr. isn't at the "", 'Golden Globes, but he is looking really effing hot at a viewing party! ', ' ', 'A post shared by ', ' (@harryshumjr) on ', ' has two Golden Globe nominations: Best Motion Picture (Musical or Comedy) and Best Performance by an Actress in a Motion Picture (Musical or Comedy) for Constance Wu. But, at the risk of sounding cliché as hell', ""the film has already won big in like, every other sense of the word. It's the first major studio movie with a primarily Asian cast in 25 years "", "" it's the most "", 'successful romantic comedy at the box office in 9 years. NBD! ']",https://www.cosmopolitan.com/entertainment/movies/a25726949/crazy-rich-asians-cast-golden-globes-red-carpet/
"The Badass True Story of Jacquie Davis, J.K. Rowling's Former Bodyguard Who Inspired 'Close'","[""Jacquie Davis, the world's top female bodyguard, is a total badass with the most incredible collection of stories. Now, there's a "", ',', "" partially based on her life, and after more than 30 years, it's putting her career in the spotlight."", 'In ', ', Noomi Rapace plays Sam, a ""counter-terrorist expert"" tasked with caring for a young heiress named Zoe. If you\'re expecting a cutesy babysitter story like ', "", you're out of luck. This action thriller gets crazy intense when violent kidnappers try to swipe Zoe, and Sam basically has to kick butt and take names. "", ""As wild as this storyline sounds, Jacquie's real life is just as entertaining. Here's the real story."", "", Jacquie has protected Justin Bieber, the Beckhams, J.K. Rowling, Princesses Beatrice and Eugenie, and Nicole Kidman to name a few. I would just like to add that I am a little salty that she did not guard Biebs from marrying Hailey, but I guess I'll learn to live with that someday. "", 'Jacquie began as a police officer in the 1970s, but ', 'with the low pay. An agency approached her about becoming a bodyguard, and she completed combat training. She began taking increasingly risky jobs, and as a result became known as the top female bodyguard.  ', ""Contrary to what you'd assume protecting celebrities might be like, Jacquie has found herself in situations much more dangerous than blocking a teen from grabbing a selfie at an inconvenient time. "", ', Jacquie worked for UK television personality Katie Price. Police believed that Katie was being targeted by a violent gang that had been breaking into the homes of athletes and celebrities, holding them hostage and stealing their valuables. ', 'In 30 years on the job, ', "" that she's been stabbed, shot at, and thrown through a window. CASUAL. "", '""My job has been fabulous. I\'ve traveled around the world. I\'ve eaten in Michelin star restaurants, as you say, private jets... that part of life is lovely. But, that\'s a very small part of what you do,"" Jacquie ', '. ""There\'s a lot of stress. You are ultimately responsible for that person\'s life.""', 'In an ', "", Jacquie explained that when she first became a police officer, she wasn't even allowed to WEAR PANTS. What the hell?! Although it was a male-dominated field for many years, the need for female bodyguards is becoming more apparent everyday. "", '""Times have changed and we now have 120 female close protection officers compared with around 4,500 men,"" Jacquie wrote in an article for ', '. ', 'It didn’t surprise me to see that Meghan [Markle] had a female protection officer on her recent pacific tour, especially as she is pregnant and will probably need to go to the loo a dozen more times than normal."" ', '\n\n\n\n\n']",https://www.cosmopolitan.com/entertainment/movies/a25957282/netflix-close-jacquie-david-bodyguard-true-story/
Here’s What’s Coming to/Leaving Netflix in February 2019,"['Cosmo Picks', '’s Natasha Lyonne is Nadia, a young woman who relives the same night over and over again, ', '-style, and can’t seem to escape “waking up” at a party held in her honor. From the trailer alone, viewers are in for plenty of snappy one-liners, a good soundtrack, and deadpan comedy from Greta Lee (who’s résumé includes episodes of ', ', ', ', and ', ').', 'Jake Gyllenhaal leads an all-star cast (Rene Russo! Toni Collette! Natalia Dyer! John Malkovich!) in this horror film about what happens when a series of paintings by a nobody finally make it to the art world and seeks revenge on those who get a little too greedy. ', 'It’s just not fair that only one ', ' movie is on Netflix (', '), but the return of ', ' does make up for some of it. Let’s hear it for Zac’s impeccable hair game and dance moves as the Elvis-inspired Link Larkin.', 'Hasan Minhaj is back with more episodes of his much-talked about talk show that tackled everything from affirmative action to Supreme on its first season. ', 'Get hype for ', ' with Emma Watson and your boyf Timothée Chalamet by (re)watching the 1994 version with Winona Ryder, Susan Sarandon, Christian Bale, Claire Danes, and a bb Kirsten Dunst. And have tissues on hand, because no matter how many times you’ve seen it, you will always end up in a puddle of tears after two hours.', ': Season 2', ': Season 3', ': Season 2', ': Season 2', ': Season 2', ': Volume 6', ': Season 2', ': Season 2', ': Season 2', ': Collection 2', ': Seasons 1-4', ': Seasons 1-3']",https://www.cosmopolitan.com/entertainment/movies/a26007916/netflix-february-2019-coming-leaving/
People on YouTube Are Very Pissed About Zac Efron's New Ted Bundy Movie Trailer,"['The trailer for Zac Efron\'s highly-anticipated Ted Bundy movie ""Extremely Wicked, Shockingly Evil and Vile"" just dropped, and it is stirring up some major controversy online. ', 'The movie stars Zac as Ted and Lily Collins as Elizabeth Kloepfer, his girlfriend. The story is told from her perspective, and the trailer paints Ted out to be more of a family man who was misunderstood than a guy who brutally murdered more than 30 women. ', 'People picked up on this right away, writing in the comments on YouTube that, ""This looks way too... fun... for a movie about a serial killer,"" and ""Oh man....the tone of this trailer is all wrong."" Another person wrote, ""Looks like a weird action comedy about a guy who brutally murdered over 30 people. Good job.""', 'Like, there are a lot of shots of Zac making this exact face.', 'Which could come off as insensitive. This comment sums up the controversy pretty well: ', '\n\n', ""Granted, this is just the first trailer for the movie, so it's possible the full film will be totally different in tone, but as of right now, woof. ""]",https://www.cosmopolitan.com/entertainment/movies/a26041326/zac-efron-ted-bundy-trailer-reaction/
I Saw Zac Efron's Ted Bundy Movie—It's Not What You Think,"['When the world premiere screening of ', ""ended at Sundance, Zac Efron (and his vibrant blond hair) rushed the stage with all the exuberance of a person who didn't see the outpour of negative reactions to the film's first trailer drop. Or maybe he did, but knew that he would be proven innocent...unlike the very guilty serial killer, Ted Bundy, he portrayed."", 'The Internet was ', ""over concerns that the film—starring Efron and Lily Collins as Elizabeth Kloepfer, Bundy's fiancee whose tell-all book is the basis of the film—would give a man who brutally murdered and sexually assaulted at least 30 women the heartthrob treatment, painting him as a misunderstood character. Nothing could be further from the truth."", '\n\n', ""Yes, from the eyes of a lover, we see the charming side of Bundy he was truly famous for, but there's an undercurrent of creep-factor that, without spoiling the film, is the cause of a well placed, shocking twist. Never is there any doubt Bundy did what he was accused of. The entire film begs the question: if you were in bed with a monster, would you know it?"", 'Still, Efron isn\'t exactly helping the case. A truly uncanny performance, Efron said during a Q+A that he was not trying to do an impersonation from Bundy (as you now know, there are plenty of tapes he had to go on, and an entire televised court case), but ""was very pleased we had the same sort of mannerisms...we do the same things."" What are you trying to tell us, Zac? I\'m scared.', 'Was ', ""a great movie? No. Besides the riveting and bonkers court proceedings, which are public record, the script felt weak and without the sort of gripping tension one might expect. However, it was also one of, if not the most, tasteful and respectful films on this type of subject I've seen. In the end, it was a film about the victims: including Kloepfer. There were no graphic murders or sexualization of his crimes. Bundy was just as the title suggests: evil and vile. For that, Efron has a reason to be proud. ""]",https://www.cosmopolitan.com/entertainment/movies/a26052198/zac-efron-ted-bundy-movie-review/
12 Questions We Have About Lindsay Lohan's New Werewolf Movie,"['It’s Lindsay Lohan’s YEAR. If ', 'on MTV wasn’t enough to convince you that Lilo has officially returned to the spotlight/your life, perhaps the trailer for her new movie will. ', 'That’s right, folks, Lilo is back in business on the big screen—sort of. ', ', out on digital and demand March 5 (yeah), might not give you the same joy ', 'or ', ' once did, but Lilo the actress still means business! In fact, from this trailer alone, Lilo is not here to play (anyone else but her character). ', 'According to the film’s official synopsis, Lilo is Patricia Sherman, a woman who hires a private investigator in Brussels when her politician husband is in danger. The twist? The private eye is a descendent from a line of werewolves and even better—there’s a “dangerous war brewing within the underworld.” (Oh, and the private eye’s last name is Wolfe!) ', ', which originally had the title of ', ', is Lilo’s first film since 2013’s forgettable ', ' with James Franco. ', 'Below, some thoughts/questions/concerns you might have after watching the trailer for ', ' for the 23rd time.  ', 'We’ve all witnessed the evolution of Lindsay’s accent through the years. The latest sounds… interesting. Maybe werewolf-y, whatever that sounds like.', 'While all signs point to Brussels (the private investigator is from there and it’s suggested that Lilo’s husband is the president of Brussels), no one bothers to mention location in the trailer. Plus, London’s Big Ben is on the poster, which is confusing.', 'Seriously, who’s this random Penn Badgley lookalike and ', ' and holding them hostage underneath what looks like a perfectly normal bookstore?', 'Or will she be eaten by one?', 'It’s been a while.', 'Lilo better have more lines than “I wanna hire you,” “Someone wants to kill my husband,” and “The stakes are a lot higher now” or we’re going to riot.', 'Is this her new album cover or is she making a burger?', ' Asking for a friend.', ' ', 'A post shared by ', ' (@heyitsneilwang) on ', 'Were these intentionally left out in the open to give more depth to Lilo’s character, or is her ink (a star and “Live Without Regrets”) saying an accidental hello to the world?', 'Winter is already here, and I need more coats.', '*Does the Lilo x Mykonos dance.*', 'Chances are, no, but one can dream!']",https://www.cosmopolitan.com/entertainment/movies/a26066109/lindsay-lohan-wolf-movie-among-the-shadows-trailer/
Chris Pine’s Best Film and TV Roles Ranked by How Horny He Makes You,"['Chris Pine is hot. This is a fact and not some recent discovery made thanks to ', ' or the trailer for his new Black Dahlia miniseries ', '. Actually, I’m going to go right ahead and say that Chris Pine is the hottest Chris in Hollywood (fight me) and there are receipts to back this statement. ', 'In addition to becoming one of the best actors of his generation, the man with the piercing blue eyes has also easily made viewers swoon over the years. When I say swoon, I mean instantly turn into horndogs. What follows is a brief but necessary guide to Chris Pine’s best work in order of how likely you are to hump your TV.', 'In 2006, not long after his breakout role in ', ' sequel, Chris continued to dip in rom com land with Lindsay Lohan in ', '. Chris plays Jake Hardin, a nobody whose luck (yep) turns around after he kisses Lilo’s character at a masquerade party. If the last name “Hardin” isn’t enough to get you all excited, perhaps seeing Chris in glasses will. ', 'Daddy Chris isn’t for everyone and it’s a bit of a stretch to get all horned up for a Disney movie. Still, you might just get weak at the knees over any of the following: his salt and pepper beard, his disheveled hair, his oversized tweed blazer, and of course, ~those eyes.~', 'If anyone can play washed up and still remain hot, it’s Chris as a musician in the second installment of the ', 'franchise. Come for his performance of “Higher and Higher” (which is also an apt description of how you will feel after watching him sing). Stay for his long, dirty locks. P.S. Have you ever been THIS jealous of a guitar?', 'Chris saying “shower buddy” will definitely make you imagine what it’s like to be his shower buddy IRL. The sequel to ', ' finds Chris as one of the bad guys who gets kidnapped by Jason Sudeikis and company when his onscreen dad (Christoph Waltz) backs out of a business deal. (Note: You might want to fast forward through the Kevin Spacey parts because well, you know.)', 'Chris was so new to Hollywood in 2004 that he didn’t even get a proper introduction in the trailer for the sequel to ', '. [Insert ', ' joke here.] His role as Lord Nicholas Devereaux remains one of his finest and yes, it’s totally normal to fantasize about Chris being the lord of your chamber after watching this. ', 'Next on this list is Action Movie Star Chris in the 2010 high-speed flick about how he and Denzel Washington attempt to stop an unmanned train from plummeting into a town. This movie has everything: at least one shot of Chris waking up shirtless on his couch, close-up shots of his face (seriously, so close you might want to kiss your TV/computer screen), Chris saying “We’re gonna run this bitch down.” What more could you ask for?', 'What happens when two hot guys (Chris and Tom Hardy) who work for the CIA discover they’re dating the same woman (Reese Witherspoon)? An action-packed duel involving exploding cars, tranquilizers, and Chris saying “make it rain.” You know what else is raining? The inside of your pants every time he’s on screen.', 'Forget what I said about getting horned up for Chris Pine in Disney movies. If seeing Chris as Cinderella’s Prince singing on top of a waterfall and ripping his shirt open to reveal his beautiful chest doesn’t make you feel things, you are reading the wrong listicle. If his over-pronunciation of the word “passionate” doesn’t make your eyebrows arch, perhaps the climax (ahem) of this scene, Chris splashing about in the water, will seal the deal. What’s this movie about again?  ', 'The dark tone of this TNT miniseries directed by Patty Jenkins is made all the more better thanks to the presence of Chris, who plays a tabloid reporter with a weakness for drugs and doesn’t quite have all his shit together. Having anyone else in this role likely would’ve made the series skippable, but his charms (at least in the pilot episode anyway) will surely win you over. Plus, his character takes phone calls on the floor. Shirtless. “Can you dig it?” he says at one point in the show. Yes, yes I can.', 'If you slept on Chris’ early work, 2009’s ', ' reboot might just convince you to board the H.M.S. Pine (Hot Man Ship, not Her Majesty’s Ship) forever. As James T. Kirk, Chris made it easy to crush hard on the smug, know-it-all guy who never played by the rules. With words like “thrusters” and “burst” sprinkled throughout the film, Chris is essentially the sexy cherry on top of a cool sundae one enjoys in outer space. The movie launched Chris into a bankable star with $358 million at the box office, NBD. It’s a good thing he made two more of these, giving all of our dirty dreams even more content to play with.', 'Yes, Chris is someone who robs banks in this film and yes, he looks like he needs to shower all the time. But then you remember this guy is doing all of these bad things for his family and for survival and that damn, he looks like a s-n-a-c-k with that mustache and those cowboy boots. You’ve been warned: Have a napkin handy if you’re watching this for the first time.', ' is an ', ' for anyone who supports (1) having more women in positions of power, (2) a good makeover sequence involving Diana’s weapons, and (3) Chris Pine’s body. Hands up if you screamed in pure horror when the camera refused to show what Diana was seeing when Steve Trevor emerged from the magical blue bath: his penis, aka the very thing that prompted Diana to ask if Steve was a “typical example” of his sex. With a ', ' on the way, Chris has an opportunity to correct this (a butt cameo would be nice, too), and this is something we can get behind.', 'Honorable Mentions:', 'This Netflix drama is more than two hours long, which his why it merely deserves an honorable mention. If fast forwarding to Chris’ ', ' counts as watching the film, call me a historical film nerd!', '\n\n', 'Between the lip ring and his hair parting down the middle, Chris looks like a boy band member straight from the good ‘ol days of the late-‘90s/early-‘00s. Hey, this is hot to some people, OK?', 'If surviving a nuclear apocalypse can ever be hot, you can have Chris Pine to thank. ', '\n\n\n\n\n']",https://www.cosmopolitan.com/entertainment/movies/a26066993/chris-pine-best-movies-tv-shows/
James McAvoy on the Awkwardest Sex Scene He's Ever Had to Film,"['James McAvoy gives good split-personality villain in ', ' (out January 18) and plays a handsome writer in this summer’s ', '. Here, our ', ""'s "", ' talks about romance, awkward sex scenes, and dad jokes. ', '“I’m a fan of \xadValentine’s Day, but I would rather see Valentine’s Day every day. I don’t like feeling like I have to be romantic. I love the idea of buying gifts all through the year or finding another way to make somebody feel special.”', '“There was a very technical sex scene in ', '. The director wanted us to kiss with tongue, and Keira Knightley was wearing a dress that was made out of tissue paper, like it would fall apart if I blinked too hard. The scene wasn’t actually sexy at all, but they rarely are.”', '“With ', ', I enjoyed playing all those personalities. Being creepy was \xadactually really fun. You don’t often get to do that kind of thing.”', '“I have an 8-year-old, so I am fully qualified to dish out the dad jokes. I think I’ve always appreciated a good old-fashioned one. Even when I was 18, I pretty much specialized in dad jokes. I finally grew into the sense of humor I always had.”', 'Cosmopolitan', '\n\n\n\n\n']",https://www.cosmopolitan.com/entertainment/movies/a25947756/james-mcavoy-glass-it-chapter-2-interview/
"29 Weepy, Heartbreaking Tearjerkers Every Girl Should See",[],https://www.cosmopolitan.com/entertainment/celebs/news/g3144/tearjerkers-movies/
9 Best Movies of 2017,"['After decades spent watching male superheroes suit up, women finally got to see an ass-kicking icon of their own take the lead. Princess Diana of Themyscira, Daughter of Hippolyta, was a hit.', ""Jordan Peele's brilliant and disturbing horror movie, a commentary on racism in America, was hugely successful: he made it for just $4.5 million and it "", ' more than $254 million worldwide. ', 'Ansel Elgort plays a getaway driver with a conscience in this high-energy movie that features a stellar soundtrack. ', ""Luca Guadagnino directed this gorgeous adaptation of André Aciman's 2007 novel, about a relationship between a 17-year-old (Timothée Chalamet) and his father's older assistant (Armie Hammer). "", ""This box-office hit stars Queen Latifah, Jada Pinkett Smith, Regina Hall, and Tiffany Haddish as four friends who travel to New Orleans for the Essence Music Festival. It's the comedy of the year, generating Oscar buzz for Haddish."", ""Greta Gerwig's directorial debut, starring Saoirse Ronan as the title character, is a heartbreaking, heartwarming, and just plain wonderful coming-of-age story. "", ""The movie may not be as scary as you wanted it to be (it's actually kind of funny), but it's not exactly light viewing."", ' Pennywise still kills children, you know?', ""Sean Baker's coming-of-age story follows six-year-old Moonee, who lives with her mom in a budget hotel just outside of Disney World. The performances in this movie are phenomenal and the ending will leave you sobbing."", ""Margot Robbie is a revelation as Tonya Harding, the figure skater whose career ended when she was implicated in the 1994 attack on Nancy Kerrigan. Also spectacular: Allison Janney as Tonya's mom, LaVona Golden. "", '. ']",https://www.cosmopolitan.com/entertainment/movies/a9162589/best-movies-of-2017/
